drug,file,lab,comment
dexamethasone,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3397682.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3399026.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3399249.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3403700.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3405193.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3407594.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3410971.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3413772.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3418597.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3418602.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3421027.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3421031.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3422726.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3424604.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3425607.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3427651.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3430367.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3434699.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3439131.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3440300.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3442122.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3445268.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3448283.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3455133.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3458649.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3461234.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3462281.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3463652.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3472433.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3474336.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3477274.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3478134.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3484168.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3485443.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3487401.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3489168.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3498577.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3499037.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3505245.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3510353.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3513406.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3513411.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3513498.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3513568.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3515643.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3522431.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3522784.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3535569.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3545049.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3551292.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3564674.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3565034.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3568436.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3573253.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3578187.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3578224.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3579503.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3580166.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3580172.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3584711.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3589517.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3593108.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3593727.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3593819.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3594089.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3595329.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3596501.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3597099.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3597231.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3597464.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3602222.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3602916.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3604741.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3606051.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3608107.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3609027.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3611089.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3613760.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3616512.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3616877.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3618498.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3619395.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3625430.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3626097.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3626496.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3629949.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3633732.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3635109.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3638757.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3638974.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3640708.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3640751.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3644478.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3644548.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3646901.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3652581.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3658471.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3664133.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3669256.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3670754.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3670962.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3671350.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3672411.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3676665.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3677965.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3682111.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3685184.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3686475.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3686481.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3687535.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3695733.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3697049.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3697932.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3700682.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3711661.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3712282.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3712833.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3714329.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3714865.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3717559.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3725826.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3732470.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3736849.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3738192.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3740770.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3744890.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3746982.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3748599.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3749072.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3755014.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3755358.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3758230.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3759808.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3767454.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3769468.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3769492.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3769515.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3770302.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3771389.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3773264.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3773466.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3773700.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3781591.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3782865.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3786012.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3791326.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3793126.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3795989.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3799822.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3800161.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3801223.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3805741.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3812365.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3814028.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3815600.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3815607.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3817621.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3820371.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3849335.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3850783.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3856199.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3857157.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3860283.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3864090.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3864887.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3874466.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3878182.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3879144.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3882896.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3885689.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3891922.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3897157.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3901568.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3901994.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3905954.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3905958.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3907192.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3907714.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3910142.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3919507.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3922645.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3923468.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3928631.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3928638.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3929951.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3930345.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3932525.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3937303.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3943881.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3946775.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3946911.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3946980.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3947749.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3948212.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3956597.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3957336.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3967845.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3968228.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3968830.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3970424.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3973133.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3981456.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3990589.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3992437.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3995419.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3996551.xml,0,none
dexamethasone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3999710.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3004744.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3022372.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3023833.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3062976.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3133624.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3133628.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3159918.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3179824.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3183751.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3191321.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3245840.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3255079.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3259680.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3262884.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3306524.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3390934.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3412264.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3412295.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3418600.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3438454.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3458649.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3481157.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3553262.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3557798.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3557809.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3597231.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3611089.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3612541.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3650856.xml,1,in addition recent findings suggest that thalidomide exerts teratogenic effects at least in part by direct binding to crbn 31 which forms an e3 ubiquitin ligase complex with cul4a
thalidomide,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3658628.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3677537.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3685184.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3685292.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3696187.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3698607.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3713624.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3717559.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3741683.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3744094.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3744097.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3769940.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3780974.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3820489.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3833098.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3838788.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3839860.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3843493.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3885231.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3900291.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3901994.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3905954.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3907192.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3910142.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3912579.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3922408.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3923468.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3928100.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3929586.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3947536.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3952066.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3976424.xml,0,none
thalidomide,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3984916.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3004744.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3023833.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3024911.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3025748.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3034388.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3039300.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3049960.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3071979.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3075591.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3078042.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3086592.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3096752.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3112300.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3116936.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3128883.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3130899.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3133624.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3133628.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3133638.xml,1,the ala49thr mutation in the highly conserved bortezomib binding pocket of proteasome 5 subunit \( psmb5 \) protein \) 17 may be associated with bortezomib resistance
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3134264.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3134581.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3135694.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3141287.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3143377.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3149767.xml,1,in accordance with gene expression changes bortezomib induced protein expression of the 5 subunit \( psmb5 \) only in circulating tumor cells of these two patients \( figure 5b \)
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3155243.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3156932.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3159776.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3159918.xml,0,none
bortezomib,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3160630.xml,1,several studies have suggested possible mechanisms of bortezomib resistance such as \( i \) mutations or over expression of the psmb5 subunit of 26s proteasome \( 48 \) \( ii \) over expression of hsp27 \( 49 \) and \( iii \) increased activity of the aggresome pathway \( 47 \)
